# TEST CONFIGURATION BEGIN
# FileStream(filename='export_dataframe_0v4.csv', target_idx=-1, n_targets=1, cat_features=None)
# [HT] HoeffdingTreeClassifier(binary_split=False, grace_period=200, leaf_prediction='nba', max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=[0, 1], remove_poor_atts=False, split_confidence=1e-10, split_criterion='gini', stop_mem_management=False, tie_threshold=0.05)
# [HAT] HoeffdingAdaptiveTreeClassifier(binary_split=False, bootstrap_sampling=True, grace_period=200, leaf_prediction='nba', max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=[0, 1], remove_poor_atts=False, split_confidence=1e-10, split_criterion='info_gain', stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1000, data_points_for_classification=False, max_samples=1000000, max_time=10000, metrics=['accuracy', 'true_vs_predicted'], n_wait=200, output_file='summary_ht_balanced.txt', pretrain_size=10000, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_acc_[HT],current_acc_[HT],mean_acc_[HAT],current_acc_[HAT],true_value,predicted_value_[HT],predicted_value_[HAT]
192000,0.831443,0.835000,0.830224,0.840000,0.000000,0.000000,0.000000
193000,0.831397,0.860000,0.830168,0.855000,1.000000,0.000000,0.000000
194000,0.831314,0.790000,0.830043,0.795000,0.000000,0.000000,0.000000
195000,0.831247,0.790000,0.830011,0.800000,0.000000,0.000000,0.000000
196000,0.831144,0.795000,0.829920,0.800000,0.000000,0.000000,0.000000
197000,0.831090,0.820000,0.829894,0.820000,0.000000,0.000000,0.000000
198000,0.830995,0.810000,0.829772,0.790000,0.000000,0.000000,0.000000
199000,0.830963,0.815000,0.829779,0.820000,0.000000,0.000000,0.000000
200000,0.830759,0.765000,0.829586,0.770000,0.000000,0.000000,0.000000
201000,0.830734,0.875000,0.829542,0.865000,0.000000,0.000000,0.000000
202000,0.830658,0.860000,0.829497,0.860000,0.000000,0.000000,0.000000
203000,0.830588,0.775000,0.829428,0.780000,1.000000,0.000000,0.000000
204000,0.830544,0.830000,0.829354,0.840000,0.000000,0.000000,0.000000
205000,0.830505,0.825000,0.829301,0.815000,1.000000,0.000000,0.000000
206000,0.830371,0.790000,0.829208,0.800000,1.000000,0.000000,0.000000
207000,0.830424,0.855000,0.829268,0.865000,0.000000,0.000000,0.000000
208000,0.830322,0.820000,0.829191,0.825000,0.000000,0.000000,0.000000
209000,0.830210,0.745000,0.829120,0.755000,0.000000,0.000000,0.000000
210000,0.830095,0.795000,0.828955,0.790000,0.000000,0.000000,0.000000
211000,0.830000,0.790000,0.828866,0.790000,0.000000,0.000000,0.000000
212000,0.830015,0.840000,0.828882,0.835000,0.000000,0.000000,0.000000
213000,0.830005,0.870000,0.828887,0.845000,0.000000,0.000000,0.000000
214000,0.830054,0.855000,0.828971,0.865000,0.000000,0.000000,0.000000
215000,0.829869,0.830000,0.828840,0.835000,0.000000,0.000000,0.000000
216000,0.829918,0.780000,0.828884,0.795000,0.000000,0.000000,0.000000
217000,0.829889,0.865000,0.828846,0.865000,1.000000,0.000000,0.000000
218000,0.829799,0.780000,0.828746,0.795000,0.000000,0.000000,0.000000
219000,0.829752,0.840000,0.828719,0.850000,0.000000,0.000000,0.000000
220000,0.829791,0.840000,0.828735,0.820000,0.000000,0.000000,0.000000
221000,0.829712,0.825000,0.828646,0.805000,0.000000,0.000000,0.000000
222000,0.829751,0.865000,0.828657,0.880000,1.000000,0.000000,1.000000
223000,0.829794,0.830000,0.828696,0.835000,0.000000,0.000000,0.000000
224000,0.829823,0.810000,0.828698,0.795000,0.000000,0.000000,0.000000
225000,0.829866,0.815000,0.828704,0.840000,1.000000,0.000000,0.000000
226000,0.829866,0.865000,0.828650,0.825000,1.000000,0.000000,0.000000
227000,0.829872,0.840000,0.828610,0.835000,0.000000,0.000000,0.000000
228000,0.829890,0.860000,0.828616,0.875000,0.000000,0.000000,0.000000
229000,0.829986,0.840000,0.828677,0.835000,0.000000,0.000000,0.000000
230000,0.830041,0.885000,0.828692,0.885000,0.000000,0.000000,0.000000
231000,0.830068,0.865000,0.828761,0.880000,0.000000,0.000000,0.000000
232000,0.830036,0.785000,0.828753,0.795000,0.000000,0.000000,0.000000
233000,0.830000,0.825000,0.828723,0.835000,0.000000,0.000000,0.000000
234000,0.830036,0.875000,0.828778,0.870000,0.000000,0.000000,0.000000
235000,0.830013,0.830000,0.828739,0.810000,0.000000,0.000000,0.000000
236000,0.830048,0.830000,0.828749,0.820000,0.000000,0.000000,0.000000
237000,0.830140,0.830000,0.828816,0.805000,0.000000,0.000000,0.000000
238000,0.830057,0.825000,0.828699,0.800000,0.000000,0.000000,0.000000
239000,0.830000,0.805000,0.828643,0.820000,0.000000,0.000000,0.000000
240000,0.829978,0.840000,0.828623,0.835000,0.000000,0.000000,0.000000
241000,0.829931,0.820000,0.828560,0.805000,0.000000,0.000000,0.000000
242000,0.829927,0.810000,0.828515,0.810000,0.000000,0.000000,0.000000
243000,0.829906,0.795000,0.828491,0.820000,1.000000,0.000000,0.000000
244000,0.829928,0.840000,0.828511,0.840000,0.000000,0.000000,0.000000
245000,0.829924,0.860000,0.828530,0.850000,0.000000,0.000000,0.000000
246000,0.830055,0.865000,0.828654,0.875000,0.000000,0.000000,0.000000
247000,0.830105,0.795000,0.828693,0.795000,0.000000,0.000000,0.000000
248000,0.830113,0.820000,0.828665,0.810000,0.000000,0.000000,0.000000
249000,0.830217,0.850000,0.828800,0.845000,0.000000,0.000000,0.000000
250000,0.830523,0.895000,0.829120,0.900000,0.000000,0.000000,0.000000
251000,0.830876,0.915000,0.829500,0.925000,1.000000,0.000000,0.000000
252000,0.831354,0.940000,0.830008,0.945000,0.000000,0.000000,0.000000
253000,0.831766,0.915000,0.830422,0.915000,1.000000,0.000000,0.000000
254000,0.832078,0.930000,0.830747,0.925000,0.000000,0.000000,0.000000
255000,0.832358,0.870000,0.831012,0.870000,0.000000,0.000000,0.000000
256000,0.832652,0.910000,0.831304,0.910000,0.000000,0.000000,0.000000
257000,0.833157,0.945000,0.831806,0.945000,0.000000,0.000000,0.000000
258000,0.833574,0.990000,0.832233,0.990000,0.000000,0.000000,0.000000
259000,0.834040,0.980000,0.832708,0.975000,0.000000,0.000000,0.000000
260000,0.834279,0.880000,0.832960,0.880000,0.000000,0.000000,0.000000
261000,0.834357,0.915000,0.833048,0.900000,0.000000,0.000000,0.000000
262000,0.834640,0.885000,0.833344,0.880000,1.000000,0.000000,0.000000
263000,0.834839,0.890000,0.833488,0.860000,1.000000,0.000000,0.000000
264000,0.835090,0.855000,0.833741,0.865000,0.000000,0.000000,0.000000
265000,0.835270,0.850000,0.833902,0.830000,1.000000,0.000000,0.000000
266000,0.835374,0.865000,0.834004,0.870000,0.000000,0.000000,0.000000
267000,0.835453,0.835000,0.834078,0.835000,0.000000,0.000000,0.000000
268000,0.835533,0.825000,0.834181,0.820000,1.000000,1.000000,0.000000
269000,0.835588,0.785000,0.834238,0.770000,1.000000,0.000000,0.000000
270000,0.835609,0.865000,0.834299,0.870000,1.000000,0.000000,1.000000
271000,0.835744,0.880000,0.834420,0.910000,0.000000,0.000000,0.000000
272000,0.835806,0.875000,0.834464,0.880000,0.000000,0.000000,0.000000
273000,0.835890,0.850000,0.834515,0.855000,0.000000,0.000000,0.000000
274000,0.836004,0.855000,0.834642,0.870000,0.000000,0.000000,0.000000
275000,0.836071,0.815000,0.834714,0.825000,1.000000,0.000000,0.000000
276000,0.836079,0.845000,0.834712,0.855000,0.000000,0.000000,0.000000
277000,0.836172,0.825000,0.834813,0.825000,0.000000,0.000000,0.000000
278000,0.836175,0.805000,0.834818,0.805000,0.000000,0.000000,0.000000
279000,0.836174,0.835000,0.834819,0.825000,0.000000,0.000000,0.000000
280000,0.836284,0.860000,0.834908,0.855000,0.000000,0.000000,0.000000
281000,0.836368,0.845000,0.834985,0.850000,1.000000,0.000000,0.000000
